Frequency (Hz)	Level (dB)
1784.179688	-73.654457
1785.644531	-74.145569
1787.109375	-79.129082
1788.574219	-88.255348
1790.039062	-81.338089
1791.503906	-79.908241
1792.968750	-80.183380
1794.433594	-89.816719
1795.898438	-100.102585
1797.363281	-83.745003
1798.828125	-83.964478
1800.292969	-82.791183
1801.757812	-89.395088
1803.222656	-84.583046
1804.687500	-84.767372
1806.152344	-88.602585
1807.617188	-91.583923
1809.082031	-89.651520
1810.546875	-86.500290
1812.011719	-88.041161
1813.476562	-86.664619
1814.941406	-87.666878
1816.406250	-88.893440
1817.871094	-88.762009
1819.335938	-86.233536
1820.800781	-92.410934
1822.265625	-85.908875
1823.730469	-87.014076
1825.195312	-91.590034
1826.660156	-89.847626
1828.125000	-86.982307
1829.589844	-89.540909
1831.054688	-89.603989
1832.519531	-84.656097
1833.984375	-92.603439
1835.449219	-85.684624
1836.914062	-98.189362
1838.378906	-87.086700
1839.843750	-90.198868
1841.308594	-89.996986
1842.773438	-90.643402
1844.238281	-89.627640
1845.703125	-89.689919
1847.167969	-91.571594
1848.632812	-88.192802
1850.097656	-89.299355
1851.562500	-94.743813
1853.027344	-87.677971
1854.492188	-88.996414
1855.957031	-92.266113
1857.421875	-92.284798
1858.886719	-86.356133
1860.351562	-91.223145
1861.816406	-86.788971
1863.281250	-89.236572
1864.746094	-88.872047
1866.210938	-91.303299
1867.675781	-90.749123
1869.140625	-91.139160
1870.605469	-97.817001
1872.070312	-86.607895
1873.535156	-88.793587
1875.000000	-91.207794
1876.464844	-88.740860
1877.929688	-97.387985
1879.394531	-89.882080
1880.859375	-91.642494
1882.324219	-87.452209
1883.789062	-91.508354
1885.253906	-88.561089
1886.718750	-89.387978
1888.183594	-87.640259
1889.648438	-107.842789
1891.113281	-90.956314
1892.578125	-95.995667
1894.042969	-89.764870
1895.507812	-85.534889
1896.972656	-85.713234
1898.437500	-91.832718
1899.902344	-90.211456
1901.367188	-90.390259
1902.832031	-86.671059
1904.296875	-102.887901
1905.761719	-88.215569
1907.226562	-87.323723
1908.691406	-89.481712
1910.156250	-91.930252
1911.621094	-91.249878
1913.085938	-94.874825
1914.550781	-88.784180
1916.015625	-94.581123
1917.480469	-91.636826
1918.945312	-97.912819
1920.410156	-88.359138
1921.875000	-90.653740
1923.339844	-85.524208
1924.804688	-93.846649
1926.269531	-96.012253
1927.734375	-92.537209
1929.199219	-93.475441
1930.664062	-88.234192
1932.128906	-88.319824
1933.593750	-88.612999
1935.058594	-98.482994
1936.523438	-93.277206
1937.988281	-91.180229
1939.453125	-87.934387
1940.917969	-88.497238
1942.382812	-90.102852
1943.847656	-89.652977
1945.312500	-89.181755
1946.777344	-91.406166
1948.242188	-92.162308
1949.707031	-93.115913
1951.171875	-93.572113
1952.636719	-91.639366
1954.101562	-92.488190
1955.566406	-87.011063
1957.031250	-87.675201
1958.496094	-103.611458
1959.960938	-87.470482
1961.425781	-92.990967
1962.890625	-89.499878
1964.355469	-91.034721
1965.820312	-90.832191
1967.285156	-92.563820
1968.750000	-95.961906
1970.214844	-87.649796
1971.679688	-91.908531
1973.144531	-91.762283
1974.609375	-92.769073
1976.074219	-88.578217
1977.539062	-95.063385
1979.003906	-93.809555
1980.468750	-93.830849
1981.933594	-92.763847
1983.398438	-91.421432
1984.863281	-92.963875
1986.328125	-92.676796
1987.792969	-85.377823
1989.257812	-90.604187
1990.722656	-91.647667
1992.187500	-93.999008
1993.652344	-96.554764
1995.117188	-88.973785
1996.582031	-87.819733
1998.046875	-85.775848
1999.511719	-89.989632
2000.976562	-92.831764
2002.441406	-87.474785
2003.906250	-89.345284
2005.371094	-87.934418
2006.835938	-90.784065
2008.300781	-88.889938
2009.765625	-89.955353
2011.230469	-96.172806
2012.695312	-88.791542
2014.160156	-89.104454
2015.625000	-93.941650
2017.089844	-101.427971
2018.554688	-87.960037
2020.019531	-94.259254
2021.484375	-86.137123
2022.949219	-86.942848
2024.414062	-90.651588
2025.878906	-90.919083
2027.343750	-90.609077
2028.808594	-87.363297
2030.273438	-87.823708
2031.738281	-87.780327
2033.203125	-91.427864
2034.667969	-86.225693
2036.132812	-87.876740
2037.597656	-87.248123
2039.062500	-88.480713
2040.527344	-88.786751
2041.992188	-85.054985
2043.457031	-87.171738
2044.921875	-87.030693
2046.386719	-90.206863
2047.851562	-92.372292
2049.316406	-85.473686
2050.781250	-89.125015
2052.246094	-88.761597
2053.710938	-84.025673
2055.175781	-89.760414
2056.640625	-89.600761
2058.105469	-84.288872
2059.570312	-91.934006
2061.035156	-86.471542
2062.500000	-88.473351
2063.964844	-91.161324
2065.429688	-88.331497
2066.894531	-87.943932
2068.359375	-94.510544
2069.824219	-89.249641
2071.289062	-93.179604
2072.753906	-88.950935
2074.218750	-92.921921
2075.683594	-89.044868
2077.148438	-87.716354
2078.613281	-89.604485
2080.078125	-93.660118
2081.542969	-89.433235
2083.007812	-92.298897
2084.472656	-91.802734
2085.937500	-93.608467
2087.402344	-90.205330
2088.867188	-93.712410
2090.332031	-94.426308
2091.796875	-96.951012
2093.261719	-96.043571
2094.726562	-96.223267
2096.191406	-93.501099
2097.656250	-92.062943
2099.121094	-91.554916
2100.585938	-91.998795
2102.050781	-92.282944
2103.515625	-93.834007
2104.980469	-97.293297
2106.445312	-98.659660
2107.910156	-91.794289
2109.375000	-89.217690
2110.839844	-87.367302
2112.304688	-87.042717
2113.769531	-91.411430
2115.234375	-87.475922
2116.699219	-92.659035
2118.164062	-89.763802
2119.628906	-86.125725
2121.093750	-91.387032
2122.558594	-90.323830
2124.023438	-92.752747
2125.488281	-91.303055
2126.953125	-91.283073
2128.417969	-89.469963
2129.882812	-92.003906
2131.347656	-96.496902
2132.812500	-91.876968
2134.277344	-97.107826
2135.742188	-90.425713
2137.207031	-107.526276
2138.671875	-91.645309
2140.136719	-89.187752
2141.601562	-90.448166
2143.066406	-90.268700
2144.531250	-92.592888
2145.996094	-89.272453
2147.460938	-88.811783
2148.925781	-84.870087
2150.390625	-82.331421
2151.855469	-80.689758
2153.320312	-79.289352
2154.785156	-79.288475
2156.250000	-81.507782
2157.714844	-82.342041
2159.179688	-83.559853
2160.644531	-89.656662
2162.109375	-95.658737
2163.574219	-92.149872
2165.039062	-89.085243
2166.503906	-84.316185
2167.968750	-85.256760
2169.433594	-87.631454
2170.898438	-91.164032
2172.363281	-85.334297
2173.828125	-86.025352
2175.292969	-84.620773
2176.757812	-84.698067
2178.222656	-89.852654
2179.687500	-83.459244
2181.152344	-81.223358
2182.617188	-84.688690
2184.082031	-83.900032
2185.546875	-79.988228
2187.011719	-81.050194
2188.476562	-87.125816
2189.941406	-77.835419
2191.406250	-84.574615
2192.871094	-80.756462
2194.335938	-82.442131
2195.800781	-82.815407
2197.265625	-76.977875
2198.730469	-81.772072
2200.195312	-73.643127
2201.660156	-74.164291
2203.125000	-76.088959
2204.589844	-69.669792
2206.054688	-88.217262
2207.519531	-66.028969
2208.984375	-78.639351
2210.449219	-72.081161
2211.914062	-71.914497
2213.378906	-62.172199
2214.843750	-60.813969
2216.308594	-65.471718
2217.773438	-71.520470
2219.238281	-71.500450
2220.703125	-72.964439
2222.167969	-66.850952
2223.632812	-67.778984
2225.097656	-69.627869
2226.562500	-68.533401
2228.027344	-68.179703
2229.492188	-69.699318
2230.957031	-72.579231
2232.421875	-74.533165
2233.886719	-75.681679
2235.351562	-75.073441
2236.816406	-77.347038
2238.281250	-82.940239
2239.746094	-84.444435
2241.210938	-82.868965
2242.675781	-82.206581
2244.140625	-84.885872
2245.605469	-91.242073
2247.070312	-95.896088
2248.535156	-93.323570
2250.000000	-84.775642
2251.464844	-95.577576
2252.929688	-87.280228
2254.394531	-88.491570
2255.859375	-88.864326
2257.324219	-87.872955
2258.789062	-96.584427
2260.253906	-91.170189
2261.718750	-93.321915
2263.183594	-92.176674
2264.648438	-87.318459
2266.113281	-90.208366
2267.578125	-90.474655
2269.042969	-92.948784
2270.507812	-93.136238
2271.972656	-91.474518
2273.437500	-90.958832
2274.902344	-88.787735
2276.367188	-97.355751
2277.832031	-88.800323
2279.296875	-89.503410
2280.761719	-91.775085
2282.226562	-93.341568
2283.691406	-90.194344
2285.156250	-92.502472
2286.621094	-91.569038
2288.085938	-93.174652
2289.550781	-94.379112
2291.015625	-93.066124
2292.480469	-92.648636
2293.945312	-101.421883
2295.410156	-90.074600
2296.875000	-92.234955
2298.339844	-92.633621
2299.804688	-93.792068
2301.269531	-91.373276
2302.734375	-96.119255
2304.199219	-92.240005
2305.664062	-97.035973
2307.128906	-92.439629
2308.593750	-89.436996
2310.058594	-99.259079
2311.523438	-90.113289
2312.988281	-93.188309
2314.453125	-89.674400
2315.917969	-93.768005
2317.382812	-96.938744
2318.847656	-90.853668
2320.312500	-97.066681
2321.777344	-89.843758
2323.242188	-92.253067
2324.707031	-93.164589
2326.171875	-93.141106
2327.636719	-93.819023
2329.101562	-91.463013
2330.566406	-92.085236
2332.031250	-99.984337
2333.496094	-91.746635
2334.960938	-91.649788
2336.425781	-95.589256
2337.890625	-90.494720
2339.355469	-89.993027
2340.820312	-89.056885
2342.285156	-92.578056
2343.750000	-91.441559
2345.214844	-92.808769
2346.679688	-96.431046
2348.144531	-88.387787
2349.609375	-95.842972
2351.074219	-90.951752
2352.539062	-93.259933
2354.003906	-92.067535
2355.468750	-91.527626
2356.933594	-89.926224
2358.398438	-98.740387
2359.863281	-90.835144
2361.328125	-92.258286
2362.792969	-94.608177
2364.257812	-91.676643
2365.722656	-89.486877
2367.187500	-92.646080
2368.652344	-94.841911
2370.117188	-90.701340
2371.582031	-94.965454
2373.046875	-91.984947
2374.511719	-92.725159
2375.976562	-91.491356
2377.441406	-92.496056
2378.906250	-92.090721
2380.371094	-90.265388
2381.835938	-92.410538
2383.300781	-93.854515
2384.765625	-87.956635
2386.230469	-93.403114
2387.695312	-91.546272
2389.160156	-93.661659
2390.625000	-91.806641
2392.089844	-91.944946
2393.554688	-91.048828
2395.019531	-89.979240
2396.484375	-90.730240
2397.949219	-90.345993
2399.414062	-92.869133
2400.878906	-96.510780
2402.343750	-88.540314
2403.808594	-91.957726
2405.273438	-90.910980
2406.738281	-93.852386
2408.203125	-91.215553
2409.667969	-91.730408
2411.132812	-90.217575
2412.597656	-91.677948
2414.062500	-93.265060
2415.527344	-88.574455
2416.992188	-91.499886
2418.457031	-92.619278
2419.921875	-92.333084
2421.386719	-93.016609
2422.851562	-90.880135
2424.316406	-92.195831
2425.781250	-90.345070
2427.246094	-92.021416
2428.710938	-90.549049
2430.175781	-90.070473
2431.640625	-92.617142
2433.105469	-88.514664
2434.570312	-89.297546
2436.035156	-91.147072
2437.500000	-90.971329
2438.964844	-91.984070
2440.429688	-93.817108
2441.894531	-88.403809
2443.359375	-91.773293
2444.824219	-92.097389
2446.289062	-91.215355
2447.753906	-90.440155
2449.218750	-90.889153
2450.683594	-96.511452
2452.148438	-89.757278
2453.613281	-92.216576
2455.078125	-90.408051
2456.542969	-92.144485
2458.007812	-94.751015
2459.472656	-89.049644
2460.937500	-93.600426
2462.402344	-95.098831
2463.867188	-99.207245
2465.332031	-93.212395
2466.796875	-92.451057
2468.261719	-91.337410
2469.726562	-89.555885
2471.191406	-91.694649
2472.656250	-93.581436
2474.121094	-98.048195
2475.585938	-91.788597
2477.050781	-93.655266
2478.515625	-92.464561
2479.980469	-92.946045
2481.445312	-92.353470
2482.910156	-92.651367
2484.375000	-93.424156
2485.839844	-92.473473
2487.304688	-96.309944
2488.769531	-95.941467
2490.234375	-94.828621
2491.699219	-91.392448
2493.164062	-96.102043
2494.628906	-91.950111
2496.093750	-98.220749
2497.558594	-99.061699
2499.023438	-92.780022
2500.488281	-101.776024
2501.953125	-97.765846
2503.417969	-95.660431
2504.882812	-94.757195
2506.347656	-96.633667
2507.812500	-97.055656
2509.277344	-92.460938
2510.742188	-94.788361
2512.207031	-93.460136
2513.671875	-93.509941
2515.136719	-96.301933
2516.601562	-92.376030
2518.066406	-93.874603
2519.531250	-91.026100
2520.996094	-93.455238
2522.460938	-95.867165
2523.925781	-90.854813
2525.390625	-94.380348
2526.855469	-90.281097
2528.320312	-93.452515
2529.785156	-94.506943
2531.250000	-89.406174
2532.714844	-99.733307
2534.179688	-92.524605
2535.644531	-96.679626
2537.109375	-94.640205
2538.574219	-93.782722
2540.039062	-91.207008
2541.503906	-96.647087
2542.968750	-92.306137
2544.433594	-96.881882
2545.898438	-91.019806
2547.363281	-94.559883
2548.828125	-95.210579
2550.292969	-91.058708
2551.757812	-96.278603
2553.222656	-91.233345
2554.687500	-93.778214
2556.152344	-93.390724
2557.617188	-92.561920
2559.082031	-97.438225
2560.546875	-91.012764
2562.011719	-88.598320
2563.476562	-91.171227
2564.941406	-92.252174
2566.406250	-92.694389
2567.871094	-90.287872
2569.335938	-92.846870
2570.800781	-93.912399
2572.265625	-94.827278
2573.730469	-94.643356
2575.195312	-90.031563
2576.660156	-95.088524
2578.125000	-93.241646
2579.589844	-97.857224
2581.054688	-98.833420
2582.519531	-89.197975
2583.984375	-87.433121
2585.449219	-85.220993
2586.914062	-86.294472
2588.378906	-88.742027
2589.843750	-95.304588
2591.308594	-98.005165
2592.773438	-92.481087
2594.238281	-90.816681
2595.703125	-92.184090
2597.167969	-89.464920
2598.632812	-89.592018
2600.097656	-92.480011
2601.562500	-88.048035
2603.027344	-92.309479
2604.492188	-92.765991
2605.957031	-90.734039
2607.421875	-92.110344
2608.886719	-91.910393
2610.351562	-92.310608
2611.816406	-97.139488
2613.281250	-90.836906
2614.746094	-89.281204
2616.210938	-91.865334
2617.675781	-94.363853
2619.140625	-87.053810
2620.605469	-87.655144
2622.070312	-93.596794
2623.535156	-94.622475
2625.000000	-89.837845
2626.464844	-86.802155
2627.929688	-100.326027
2629.394531	-89.026146
2630.859375	-83.844238
2632.324219	-90.962143
2633.789062	-83.267937
2635.253906	-81.903343
2636.718750	-89.054962
2638.183594	-81.205040
2639.648438	-82.966202
2641.113281	-87.157333
2642.578125	-78.926125
2644.042969	-102.239334
2645.507812	-77.115685
2646.972656	-89.564743
2648.437500	-76.739365
2649.902344	-75.299210
2651.367188	-68.703438
2652.832031	-79.976540
2654.296875	-75.922546
2655.761719	-69.072662
2657.226562	-62.476921
2658.691406	-62.518597
2660.156250	-69.918159
2661.621094	-75.467094
2663.085938	-78.560730
2664.550781	-72.052162
2666.015625	-66.409363
2667.480469	-68.034164
2668.945312	-66.892189
2670.410156	-67.148537
2671.875000	-67.994255
2673.339844	-68.710564
2674.804688	-71.475899
2676.269531	-78.300194
2677.734375	-79.099091
2679.199219	-76.648399
2680.664062	-76.908707
2682.128906	-84.632637
2683.593750	-81.995018
2685.058594	-98.444557
2686.523438	-84.934341
2687.988281	-82.356651
2689.453125	-88.628967
2690.917969	-101.814934
2692.382812	-85.438507
2693.847656	-88.312202
2695.312500	-87.683281
2696.777344	-92.701508
2698.242188	-86.916267
2699.707031	-91.438644
2701.171875	-89.416389
2702.636719	-87.332191
2704.101562	-94.921135
2705.566406	-93.620422
2707.031250	-92.124031
2708.496094	-88.008904
2709.960938	-93.373024
2711.425781	-91.041458
2712.890625	-94.444633
2714.355469	-93.919258
2715.820312	-92.788132
2717.285156	-106.515762
2718.750000	-91.090401
2720.214844	-91.182632
2721.679688	-113.677338
2723.144531	-91.104324
2724.609375	-89.569252
2726.074219	-90.158821
2727.539062	-98.691055
2729.003906	-91.772751
2730.468750	-96.435410
2731.933594	-94.509682
2733.398438	-94.283257
2734.863281	-96.306717
2736.328125	-92.075035
2737.792969	-94.905327
2739.257812	-91.940086
2740.722656	-94.686996
2742.187500	-93.278908
2743.652344	-95.872078
2745.117188	-93.712105
2746.582031	-95.262260
2748.046875	-97.114998
2749.511719	-97.887459
2750.976562	-102.984131
2752.441406	-94.658920
2753.906250	-88.840050
2755.371094	-94.829903
2756.835938	-97.190636
2758.300781	-88.929245
2759.765625	-89.905037
2761.230469	-90.619789
2762.695312	-94.058380
2764.160156	-93.853699
2765.625000	-97.285606
2767.089844	-89.705055
2768.554688	-94.347763
2770.019531	-110.080208
2771.484375	-91.506180
2772.949219	-99.942131
2774.414062	-96.383263
2775.878906	-94.815353
2777.343750	-90.739532
2778.808594	-97.889236
2780.273438	-93.742943
2781.738281	-104.154526
2783.203125	-95.574203
2784.667969	-97.716896
2786.132812	-88.385994
2787.597656	-89.686089
2789.062500	-95.013161
2790.527344	-94.371910
2791.992188	-99.656845
2793.457031	-94.748116
2794.921875	-96.829071
2796.386719	-95.975914
2797.851562	-95.195900
2799.316406	-92.781311
2800.781250	-94.335480
2802.246094	-89.026291
2803.710938	-97.729759
2805.175781	-90.333809
2806.640625	-100.003654
2808.105469	-95.809471
2809.570312	-93.407013
2811.035156	-106.880882
2812.500000	-86.134903
2813.964844	-98.927574
2815.429688	-89.801262
2816.894531	-89.831116
2818.359375	-96.313553
2819.824219	-90.672424
2821.289062	-93.685890
2822.753906	-85.945747
2824.218750	-96.321564
2825.683594	-88.139618
2827.148438	-94.971848
2828.613281	-98.030891
2830.078125	-93.586708
2831.542969	-93.382881
2833.007812	-91.334831
2834.472656	-90.997147
2835.937500	-94.588882
2837.402344	-94.063026
2838.867188	-92.171661
2840.332031	-90.889755
2841.796875	-91.316322
2843.261719	-98.275116
2844.726562	-89.436935
2846.191406	-95.054031
2847.656250	-95.098686
2849.121094	-101.161652
2850.585938	-88.462143
2852.050781	-103.928040
2853.515625	-88.750114
2854.980469	-91.779434
2856.445312	-92.523331
2857.910156	-100.468826
2859.375000	-92.732368
2860.839844	-90.190758
2862.304688	-86.890625
2863.769531	-91.571640
2865.234375	-94.924927
2866.699219	-93.339226
2868.164062	-88.983047
2869.628906	-96.178894
2871.093750	-90.503456
2872.558594	-95.979042
2874.023438	-112.250641
2875.488281	-91.637337
2876.953125	-95.311020
2878.417969	-90.442619
2879.882812	-90.441895
2881.347656	-94.637627
2882.812500	-91.550629
2884.277344	-97.452774
2885.742188	-99.353722
2887.207031	-106.674965
2888.671875	-87.404152
2890.136719	-93.341537
2891.601562	-102.039497
2893.066406	-89.109550
2894.531250	-91.612846
2895.996094	-109.302315
2897.460938	-96.878372
2898.925781	-88.216721
2900.390625	-94.705994
2901.855469	-88.528542
2903.320312	-98.569649
2904.785156	-90.774109
2906.250000	-96.958054
2907.714844	-98.062096
2909.179688	-93.445221
2910.644531	-100.494362
2912.109375	-95.163338
